Key,Values
5977,"[10828, 11761, 12216, 24447, 32427, 32511, 33274, 34116, 37158, 40693, 50411, 50566, 50768, 51918, 53480, 57921, 58026, 115172, 133258, 134341, 136949, 136965, 141795, 142821, 199439, 217255]"
5978,"[10831, 57905, 174415, 196493, 217421, 242208]"
5979,"[10834, 41952, 110251, 116158, 124004, 261728]"
5980,"[10836, 33668, 42030, 143865, 175946, 175952]"
5981,"[10837, 144723, 196495, 248100, 250271]"
5982,"[10839, 10903, 16025, 34996, 42742, 66545, 67113, 68175, 74931, 77393, 82776, 88116, 91344, 102134, 121858, 126851, 139881, 158103, 163944, 165059, 175796, 192211, 201905, 213731, 230827, 231158, 234240, 246394, 250228, 251035, 252179, 253080, 255739, 257795]"
5983,"[10842, 67023, 124048, 181061, 217604, 220779]"
5984,"[10844, 11209, 31482, 150238, 161407, 162153, 196485, 214337, 229981]"
5985,"[10846, 19849, 46856, 76701, 88562, 153542, 183541, 205774, 205829, 251658]"
5986,"[10849, 17660, 25746, 33614, 35238, 77770, 99357, 99609, 103344, 105471, 114816, 120299, 120906, 130850, 132197, 208398, 215758, 219212, 236520]"
5987,"[10851, 18805, 23437, 38885, 39760, 45092, 71679, 123942, 123993, 137266, 193740, 193780, 208508, 208786, 211083, 241818, 261055]"
5988,"[10864, 25350, 26692, 45004, 93589, 109205, 116566, 142066, 177418, 205169]"
5989,"[10874, 19584, 33360, 38510, 150536, 151332, 165458, 173362, 179063, 181624, 185289, 261441]"
5990,"[10877, 67127, 108721, 119948, 194677, 240025]"
5991,"[10880, 30701, 58877, 58905, 103530, 164877]"
5992,"[10882, 37443, 135539, 171707, 247681, 250641]"
5993,"[10883, 39259, 48578, 87678, 95046, 127593, 164067, 174565, 257055]"
5994,"[10884, 56639, 191451, 204015, 230388, 230655, 257100]"
5995,"[10885, 45301, 228823, 232693, 238945, 238953, 248575]"
5996,"[10886, 12366, 22897, 59140]"
5997,"[10889, 174855, 197880, 198957, 228642, 229375, 231303]"
5998,"[10889, 20448, 21454, 26666, 26673, 29487, 42670, 43341, 43893, 73225, 93332, 93599, 94284, 96780, 96837, 98156, 132451, 200958, 214947, 215692, 241474, 242056]"
5999,"[10892, 12840, 18553, 61082, 61429, 61926, 72347, 81116, 90927, 100163, 147124, 147336, 189906, 202407, 217914]"
6000,"[10893, 31265, 38009, 154579, 166312, 188169]"
6001,"[10895, 19172, 19746, 26652, 27266, 36810, 37363, 38790, 41707, 43805, 46017, 47010, 47384, 47499, 48256, 48799, 51599, 60322, 63673]"
6002,"[10900, 13145, 14766, 18030, 20099, 22457, 31498, 32060, 32595, 39276, 40617, 41333, 41634, 49824, 51466, 64002, 67447, 69685, 104699, 105132, 105872, 106467, 113524, 115935, 120594, 127197, 129369, 131821, 132723, 143131, 144250, 154304, 159634, 164082, 164870, 170374, 173870, 178348, 178530, 179752, 180495, 180639, 185482, 198638, 199310, 199920, 200301, 214427, 234056, 235625, 235654, 241336, 245699, 245980, 249856, 255075, 260805]"
6003,"[10905, 59231, 94973, 145134, 235487, 251188, 251272, 251305]"
6004,"[10909, 78657, 162501, 241647, 251267, 252614]"
6005,"[10912, 165305, 208624, 224041]"
6006,"[10913, 11564, 30727, 32687, 36420, 76193, 81113, 92228, 97988, 102348, 107236, 127462, 129501, 132227, 150643, 155398, 176056, 200598, 250103]"
6007,"[10915, 65805, 99971, 105725, 112590, 145677, 211122]"
6008,"[10917, 21057, 167692, 176062, 176700, 178506, 197281, 226283, 231924, 240509, 252710]"
6009,"[10918, 17675, 49827, 55169, 72114, 83599, 168743]"
6010,"[10920, 19228, 61919, 68560, 137542, 245423, 261779]"
6011,"[10929, 12284, 14973, 38985, 55752, 69180, 93069, 112680, 152152, 157131, 157482, 157526, 159821, 230437]"
6012,"[10932, 26782, 27942, 28020, 31483, 134491]"
6013,"[10934, 12643, 28216, 31791, 32269, 55843, 95864, 96426, 121663, 140400, 157637, 165604, 168859, 195427, 196702, 200779, 200960, 240028, 246539, 251205]"
6014,"[10935, 47042, 138605, 238672, 245229, 261832]"
6015,"[10940, 20218, 22084, 22473, 28759, 46704, 51025, 59068, 59509, 67687, 68513, 68674, 69348, 76338, 77320, 77719, 90106, 97288, 102937, 107110, 109676, 112238, 112592, 117665, 129805, 131134, 134550, 141209, 141466, 141648, 141659, 142098, 143547, 143805, 145296, 147926, 170970]"
6016,"[10943, 20464, 40150, 78817, 89509, 123736, 125621, 167595, 173782, 217587, 224368, 240729]"
6017,"[10945, 11439, 14867, 85652, 218975]"
6018,"[10947, 67153, 68859, 72623, 73876, 74501, 79412, 79441, 80183, 86124, 207722, 231032]"
6019,"[10956, 12361, 102813, 137296, 155983, 157940]"
6020,"[10959, 11033, 11225, 11397, 12174, 68708, 69995, 70017, 89396, 100163, 135902, 136534, 147464, 150987, 158128, 244152]"
6021,"[10963, 97887, 143366, 155549, 171267, 181966]"
6022,"[10965, 14751, 20250, 66215, 67397, 97421]"
6023,"[10968, 10972, 18484, 26183, 48065, 58057, 88471, 91269, 91973, 112616, 115059, 131404, 155411, 155419, 155510, 155519, 155522, 155547, 155633, 155642, 155703, 155723, 156149, 156151, 156153, 156167, 156223, 156839, 156865, 157300, 169796, 171122, 171331, 179873, 185843, 189281, 196287, 199558, 219270, 229408, 240110, 240115, 253555]"
6024,"[10970, 62602, 154885, 157453, 157528, 177403, 191833, 225311]"
6025,"[10973, 18271, 42495, 77867, 106884, 106887, 144639, 232294, 236818, 240757]"
6026,"[10978, 20160, 61702, 77831, 92296, 182611, 254320]"
6027,"[10980, 14328, 15222, 20036, 20391, 93031, 93727, 95663, 96331, 136997, 144415, 162091, 194109, 210953, 216254, 243291, 250168, 256618]"
6028,"[10984, 32845, 32876, 33023, 68349, 122548, 244936, 251353]"
6029,"[10987, 11211, 11567, 64692, 78679, 156156, 236637, 261544]"
6030,"[10988, 17673, 26284, 39550, 43000, 45513, 45604, 48466, 49873, 50650, 52855, 53616, 54019, 57872, 62086, 63467, 64299, 69951, 70162, 74562, 75310, 75503, 77231, 78050, 78519, 81423, 81627, 83521, 83720, 83730, 83806, 85501, 85617, 86120, 88101, 88560, 88856, 88884, 89429, 89651, 90624, 90852, 90986, 92948, 94110, 95456, 97036, 97735, 99622, 102826, 105006, 105389, 105728, 107727, 108099, 115495, 129123, 129195, 130352, 132492, 132555, 133109, 134572, 134698, 135243, 136709, 138117, 139548, 139550, 139780, 141727, 146694, 147558, 150784, 158389, 158800, 162839, 163075, 167973, 170535, 171594, 172682, 178158, 178899, 180833, 180928, 181445, 196047, 197166, 197733, 198391, 201219, 202015, 202935, 202968, 203024, 203976, 205429, 205436, 207968, 209756, 210882, 217479, 219280, 222459, 223375, 225190, 231080, 233205, 234649, 237018, 240664, 242281, 244632, 245408, 245428, 246541, 247045, 247325, 247676, 247906, 254645, 257347, 257574, 258195, 258307, 258326, 258365, 258618, 258668, 258690, 258865, 258903, 258930, 259290, 260063, 260137, 260298, 260381, 260561, 260628, 260792]"
6031,"[10993, 53162, 101192]"
6032,"[10995, 13034, 66955, 67405, 67437, 88681, 123677, 143407, 164299, 174184, 174208]"
6033,"[10996, 81673, 106438, 161844, 190051, 232571]"
6034,"[10998, 31250, 97071, 97092, 178110, 178718]"
6035,"[11001, 11364, 11683, 14751, 16681, 19290, 20221, 20367, 20467, 21116, 21180, 21576, 21750, 25433, 25994, 29890, 59322, 63653, 64228, 64876, 66500, 85144, 107075, 107141, 113701, 144848]"
6036,"[11002, 63757, 67691, 105009, 112388, 112899, 114989, 118378, 118725, 121205, 150773, 170067, 193611, 197219, 204095, 231834, 234313, 257179, 260711]"
6037,"[11005, 15809, 25335, 52461, 73650, 114943, 152732, 199367, 233061, 255332]"
6038,"[11007, 11433, 111537, 117315]"
6039,"[11008, 78596, 162088, 162614]"
6040,"[11010, 19922, 28364, 33535, 49358, 96941, 110612, 111642, 111995, 112146, 176834, 177848, 233851, 240690, 241325]"
6041,"[11012, 16284, 51714, 70325, 96987, 106292, 147746, 245568, 249446]"
6042,"[11017, 70798, 96976, 105662, 175555, 206776]"
6043,"[11021, 20058, 38200, 121222, 128893, 200854, 223809, 230768]"
6044,"[11023, 39817, 43679, 62532, 69191, 69302]"
6045,"[11025, 97246, 160156, 160176, 166180, 174966, 175666, 211165, 232316]"
6046,"[11032, 45870, 48940, 71035, 111276, 121937, 121966, 126076, 128329, 130310, 131194, 132235, 135497, 139217, 141339, 142549, 144361, 179332]"
6047,"[11032, 50563, 74438, 74853, 80221, 119798, 159700, 176993, 246186, 253064]"
6048,"[11036, 23923, 44444, 52271, 60333, 77363, 89706, 106425, 117433, 118701, 123927, 124013, 124368, 124564, 124896, 125138, 125335, 125353, 125709, 125739, 125824, 125891, 125955, 125982, 127435, 127454, 127981, 128509, 128543, 131305, 131771, 133051, 133125, 133323, 133966, 134055, 134122, 134164, 135025, 135988, 136523, 148726, 157201, 164415, 164418, 166299, 167010, 169495, 194021, 224665, 250609, 250667, 251193]"
6049,"[11037, 13151, 16805, 19962, 20538, 21062, 22008, 23337, 75128]"
6050,"[11041, 23306, 76639, 139755, 143321, 171324, 201687]"
6051,"[11043, 75872, 79330, 95714, 172575, 223958]"
6052,"[11045, 59486, 60719, 62666, 64268, 87274, 102967, 139350, 148516, 152229, 164556, 205250, 245553]"
6053,"[11047, 31628, 153813, 215435, 226336, 239845, 260248]"
6054,"[11048, 16874, 22275, 22846, 59774, 60511, 139735, 166187, 243327, 243410, 243447, 243453, 243495, 243513, 243584, 255703]"
6055,"[11051, 19938, 29648, 56735, 66974, 149189, 152495, 162286, 185031, 226373, 247650]"
6056,"[11052, 42336, 42383, 114522, 120386, 174716, 174872, 190389, 215126, 216236, 216582]"
6057,"[11055, 36286, 38921, 40163, 42472, 42970, 57523, 86229, 86272, 89794, 98475, 102279, 107273, 129268, 154123, 172887, 199794, 223502, 230319, 260724, 260877]"
6058,"[11061, 28461, 30843, 42723, 43506, 58670, 123407, 125846, 152445, 166297, 227178, 245569, 245961]"
6059,"[11064, 50375, 85401, 125822, 180274, 182658, 235452, 236772]"
6060,"[11065, 126876, 129751, 139450, 217328, 219009, 224158, 230993, 250070]"
6061,[11066]
6062,"[11069, 12787, 89692, 132831, 137760]"
6063,"[11069, 15913, 49101, 52812, 90588, 107884, 129119, 157374, 166631, 233098]"
6064,"[11079, 12542, 42162, 48125, 49605, 111245, 113321, 151662, 163106, 177063, 177575, 180101, 180357, 180463, 183573, 183620, 187608, 187741, 187984, 207779, 229105, 239270, 241606]"
6065,"[11081, 102215, 167443, 190078, 190917, 196021, 207406, 208860, 221158, 222384]"
6066,"[11086, 78393, 83787, 87345, 98355, 119970, 120897, 121052, 244043]"
6067,"[11089, 48734, 67261, 68084, 71987, 111088, 132450, 136601, 138652, 143575, 143811, 151011, 153844, 174264, 180865, 181383, 202374, 206993, 219119, 230778, 233673, 237568, 241894, 247017]"
6068,"[11092, 107361, 171088, 190717, 224818, 229475, 246528, 246704, 255705]"
6069,"[11118, 25793, 36849, 37361, 41513, 42601, 54945, 67855, 77686, 82034, 92158, 92957, 100771, 103015, 107471, 114437, 159849, 165586, 165705, 169236, 169356, 169989, 169999, 170508, 171034, 172776, 174185, 174502, 174800, 175489, 175773, 178159, 178424, 214935, 216414, 218528, 219364, 224358, 224696, 226542, 226906, 232086, 232396, 233426, 234605, 245712, 255521, 256919, 259536]"
6070,"[11118, 23902, 24945, 25756, 30617, 30977, 37163, 40982, 43477, 45597, 55224, 63103, 74605, 91216, 105778, 106137, 133430, 138185, 138911, 150340, 150449, 158973, 159285, 164659, 167043, 167895, 169099, 169176, 169356, 169999, 173536, 182039, 206754, 206851, 210897, 211331, 214899, 217817, 224605, 225017, 226119, 226332, 227504, 227525, 231045, 258295]"
6071,"[11119, 48068, 61993, 92179, 159732, 167062, 220532]"
6072,"[11122, 15263, 45072, 54017, 54552, 76559, 129508, 146214, 162266, 188443, 219221]"
6073,"[11128, 19795, 50664, 97076, 175881, 176313]"
6074,"[11131, 43270, 59541, 59549, 69875, 78778, 92232, 176678, 176727, 255088]"
6075,"[11140, 20168, 33928, 94624, 185285]"
6076,"[11141, 16740, 18258, 23683, 64395, 86582, 95271, 164376, 174574, 240363, 242578]"
6077,"[11142, 126648, 144130, 150316, 154103, 209015, 216722, 242114]"
6078,"[11144, 35148, 61474, 70454, 70574, 93508, 154082, 157305, 218414, 243094, 260449]"
6079,"[11146, 18081, 39851, 89479, 97302, 109072, 112526, 132932, 216438]"
6080,"[11147, 147102, 225384, 232602, 255033, 255641]"
6081,"[11147, 11376, 11381, 15465, 15765, 35496, 57059, 58293, 59027, 60413, 60699, 67496, 68773, 69079, 71305, 142724, 144844, 158890, 166276, 168114, 175864, 175870, 181062, 190099, 202214, 234638]"
6082,"[11148, 36796, 92570, 96714, 97269, 100542, 101606, 105008, 114936, 138289, 139691, 175603, 193697, 205768, 224515, 226560, 226846, 242237]"
6083,"[11150, 58033, 60295, 132552, 163622, 195120, 196518]"
6084,"[11152, 13667, 20906, 94135, 182561, 199690, 239855]"
6085,"[11154, 15590, 20067, 79141, 133226, 151991, 152780, 156107, 180664, 188513, 190923, 236976, 247008, 247466]"
6086,"[11157, 91212, 125489, 184023, 205078, 237104, 240231]"
6087,"[11158, 56351, 95206, 151643, 172897, 251966]"
6088,"[11159, 13399, 32858, 34744, 44003, 61366, 119929, 133905, 179471]"
6089,"[11160, 142179, 149369, 246345]"
6090,[]
6091,"[12430, 22494, 35457]"
6092,"[11167, 168052, 186384, 198578]"
6093,"[11169, 12390, 31159, 51192, 65678, 111278, 111747, 122907, 134825, 143323, 152240, 161374, 165515, 178658, 179284, 201772, 213018, 261404]"
6094,"[11170, 13451, 61928, 98622, 108948, 126060, 127823, 226066, 234036]"
6095,"[11172, 105594, 140048, 166059, 220295, 250421]"
6096,"[11173, 97018, 106046, 155452, 172564, 197641, 250294]"
6097,"[11174, 12604, 31539, 43117, 55567, 57160, 57824, 59879, 67150, 85546, 88584, 95960, 116686, 122414, 123940, 146936, 165358, 166020, 167194, 182666, 200824, 211091, 212139, 238922, 239215, 247855, 251462]"
6098,"[11175, 94128, 132062, 143227, 182739, 219861, 230267, 245379, 250869]"
6099,"[11180, 15798, 16555, 16790, 17297, 17596, 17710, 19711, 20800, 23122, 89687, 89690, 93268, 94145, 252857]"
6100,"[11183, 11341, 18797, 44999, 52619, 53006, 53056, 53113, 53131, 53957, 54199, 63405, 75046, 83321, 89864, 99630, 134384, 148431, 148981, 151943, 160407, 182181, 211818, 225663, 233055, 235014, 237548, 238411, 241466, 241835, 243245, 243359, 255777]"
6101,"[11183, 37992, 52488, 53035, 53130, 89813, 99269, 99312, 100634, 100745, 136300, 157791, 158135, 160821, 162822, 182510, 213301, 221473, 232880, 233682, 238677, 240169, 241040, 244087]"
6102,"[11184, 86508, 149914, 174393, 199086]"
6103,"[11186, 17545, 22802, 32745, 40918, 45099, 47826, 53232, 53924, 86447, 119050, 137767, 138217, 166115, 176691, 176877, 183685]"
6104,"[11192, 40159, 40720, 40817, 42840, 44203, 45212, 47277, 47472, 49222, 55378, 62498, 65084, 82175, 120211, 145770, 160924, 166845, 169028, 211801, 221406, 223414, 231019, 241645, 244075, 251498]"
6105,"[11194, 14014, 25955, 28310, 32946, 35694, 46021, 48475, 53365, 58072, 73995, 200986, 206385, 251489]"
6106,"[11198, 24263, 45344, 46842, 50631, 54355, 62127, 77202, 89831, 119889, 138148, 157061, 164751, 168022, 188679, 192954, 193897, 196395, 211151, 230536, 259295]"
6107,"[11202, 37945, 45894, 85939, 92773, 96138, 97684, 133464, 157462, 170398, 173764, 177879, 208636, 212923, 229057]"
6108,"[11203, 11204, 69659, 69667, 69671]"
6109,"[11208, 12476, 18608, 94524, 140504, 141511, 188599, 208389, 247249]"
6110,"[11220, 49446, 50959, 141819, 153737, 160863, 164860]"
6111,"[11227, 112592, 123837, 124456, 149220, 149476]"
6112,"[11235, 28439, 29070, 30919, 70099, 76207]"
6113,"[11251, 11690, 26815, 232306, 235970]"
6114,"[11254, 99610, 99623, 99640, 99665, 99686, 99687, 99690, 99721, 99724]"
6115,"[11255, 99623, 99686, 99687, 99692, 99693, 99721, 99724, 99728]"
6116,[]
6117,[260592]
6118,"[11257, 21613, 41904, 54166, 54395, 60908, 82798, 84866, 136381, 160684, 215307, 231021]"
6119,"[11258, 20418, 22175, 29778, 31083, 143903, 156986, 157051, 165794, 165796, 181163, 191326, 216260, 232103, 232244]"
6120,"[11259, 14497, 14841, 43880, 50878, 57329, 102552, 124541, 146646, 182416, 197789, 235133, 246167]"
6121,"[11262, 13690, 26529, 57758, 65808, 72715, 92891, 170279, 188263]"
6122,"[11264, 105067, 140721, 176035, 179949, 188805]"
6123,"[11266, 32788, 46522, 74867, 80068, 84056, 256441]"
6124,"[11267, 48586, 50066, 59153, 83674, 84098, 173352, 179161, 184865]"
6125,"[11270, 88047, 95406, 106076, 121132, 131661, 189458, 190122, 202050, 251275, 251443]"
6126,"[11271, 65779, 66052, 182354, 201491, 202008, 224265, 260705]"
6127,"[11272, 11404, 11406, 11539, 12043, 161253]"
6128,"[11278, 95245, 118654, 200829, 234670, 237617, 247132, 248359]"
6129,"[11281, 41533, 59044, 76386, 192134, 201488, 203813, 250840]"
6130,"[11286, 125143, 127710, 198966, 243415, 250719]"
6131,"[11287, 12806, 26475, 26890, 27178, 50433, 135812]"
6132,"[11290, 77572, 98023, 155559, 155793, 165544, 197214, 201160, 218887, 235221, 241186]"
6133,"[11296, 47240, 57101, 68642, 73941, 97668, 174134, 190977, 234437, 255726, 260027]"
6134,"[11299, 28680, 60601, 63508, 86499, 89111, 98459, 103016, 108864, 134699, 135809, 177195, 186811, 216865, 216888, 232037, 245400]"
6135,"[11300, 13971, 90945, 154490, 160909, 176161, 198272, 226069, 245692, 245786, 245952]"
6136,"[11307, 23194, 90321, 104530, 125312, 184765]"
6137,"[11311, 39165, 52069, 88261, 93034, 129124, 151008, 170151, 222114, 229010, 238363, 247649, 254557, 254580]"
6138,"[11318, 71590, 78511, 96394, 232439, 239047]"
6139,"[11319, 11856, 12162, 15573, 16563, 17333, 22076, 22621, 27068, 29294, 37505, 38149, 40752, 42000, 42548, 43195, 52011, 53983, 54403, 55676, 58758, 61614, 65730, 67683, 75167, 77303, 77325, 80914, 84930, 91141, 96077, 96898, 97479, 97825, 98598, 99347, 99446, 100622, 101307, 101324, 101950, 102309, 103724, 104962, 108778, 110646, 111373, 113503, 113645, 114042, 115259, 116695, 118602, 122049, 125649, 125797, 128369, 129367, 134201, 137220, 138814, 138980, 139298, 141147, 142528, 144434, 146010, 146328, 146493, 147825, 171058, 217551, 222518, 257743, 257756, 258391, 259326, 260064]"
6140,"[11323, 12335, 74473, 84274, 122185, 160104, 247565, 253741, 257678]"
6141,"[11328, 114550, 114615, 181564, 182613, 197920]"
6142,"[11332, 26137, 150310, 178340, 196921, 198427, 200690, 207641, 213451, 213759, 219993, 220354, 220603, 222210, 227210, 228392, 228690, 231217, 231383, 235848, 237173, 244656]"
6143,"[11336, 137287, 160476, 229352, 231538, 232779, 240277, 240330]"
6144,[113678]
6145,"[11339, 101689, 185409, 188745, 212397, 212725, 212759, 215425, 215441, 219032, 224514, 227626, 229878, 230858, 236764, 239489, 239672, 241503, 241506, 242313]"
6146,"[11344, 87341, 106138, 106444, 106492, 108321, 108725, 126109]"
6147,"[11345, 28658, 68474, 113354, 171987, 218724, 255102, 259125]"
6148,"[11347, 16931, 17076, 18532, 26580, 45241]"
6149,"[11349, 11356, 11370, 11422, 13675, 15192]"
6150,"[11350, 96973, 125133, 137754, 176423, 187492, 250510, 259525]"
6151,"[11352, 18594, 20385, 21180, 21474, 67397, 68690, 160155]"
6152,"[11353, 45383, 63005, 71075, 95539, 96745, 116986, 143848, 187844, 191913, 193922, 216957, 225797]"
6153,"[11354, 11660, 11850, 12153, 12215, 16997]"
6154,"[11355, 21292, 30766, 69185, 91455, 152359, 183553, 228191, 228395, 246034, 250193]"
6155,"[11361, 131440, 182152, 213931, 229622, 241114, 241224, 243943]"
6156,"[11363, 11523, 41974, 42557, 49679, 52375, 52537, 56003, 63569, 73776, 80046, 93494, 109802, 112574, 123516, 128273, 140708, 145023, 148698, 161619, 165118, 165119, 165560, 181865, 192861, 198915, 209744, 234660, 235891, 236952, 250110, 255804, 257429]"
6157,"[11366, 126529, 181020, 202506, 208265, 209229, 222969]"
6158,"[11368, 70663, 81225, 81961, 86657, 99033, 242474, 242915, 243057, 243118, 243175, 243198, 243240, 243379, 243659]"
6159,"[11369, 15313, 39201, 93706, 200085, 250221]"
6160,"[13523, 16121, 17906, 20686, 36202, 39300, 39572, 42664, 48633, 48999, 76024, 95567, 117532, 147748, 211896, 214932]"
6161,"[11374, 79449, 79454, 106507, 165989, 166193, 167787, 177742, 200449]"
6162,"[11380, 60388, 62492, 98611, 192529, 217814]"
6163,"[11381, 11878, 14183, 21312, 22390, 23963, 100820, 108434, 109384, 164381, 169568, 200190, 209676, 225534]"
6164,"[11382, 61066, 62297, 103599, 159452, 164660, 217042, 229299, 248975]"
6165,"[11386, 42415, 81035, 87561, 88564, 90688, 119930, 135428, 166244, 219931, 230127, 239164]"
6166,"[11388, 11390, 25986, 57338, 59391, 67651, 88011, 138002, 154552, 161753, 168545, 171996, 200451, 205278, 220290, 225517, 226051]"
